,asin,product,date,verified,title,desc,reviewer_name,rating
1719,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 20, 2019",Verified Purchase,"
Good if you use a lot of AAA
","

  I used them mostly for some Christmas decorations that used AAAs and I didn’t want to blast through them. They don’t seem to last as long as a traditional battery but it’s close.

",Ed Snowden,4.0
1720,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 19, 2019",Verified Purchase,"
Good batteries
","

  My kids use them in there video game controllers, seem to last a long time.

",Barry,5.0
1721,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 19, 2019",Verified Purchase,"
Don't hold a charge.
","

  I bought these to replace old energizer rechargeable batteries.  My old energizer still hold a charge for over twice that long as these brand new batteries.  I'm going back to energizer.

",LM,1.0
1722,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 19, 2019",Verified Purchase,"
Random batteries are dying quickly.
","

  I'm using them in LED lights in my kitchen. They don't get used that often. I've only charged them ALL twice total. However, random batteries within the pack are just dying off and not holding charge. It seems to be progressive because now, even more batteries are experiencing these problems. Regular batteries lasted about a year. These will only last a month or so of very little use before needing recharging. I think they're just discharging on their own, which is bad. Quality control seems to be lacking on these.

",Johann Smith,2.0
1723,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 19, 2019",Verified Purchase,"
Better than enloops
","

  Excellent batteries. Way better than enloops

",Keem,5.0
1724,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 19, 2019",Verified Purchase,"
Works fine
","

  Last long enough for my wireless lav mics.

",Jorrit,5.0
1725,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 19, 2019",Verified Purchase,"
All good intentions ...
","

  The charge does not last more than a few days.

",Kate Eastwood,1.0
1726,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 18, 2019",Verified Purchase,"
Why are people just throwing batteries away?
","

  This boggles my mind. We create so much waste in this country. Why make more when there is a good solution that actually saves you money, too? These are great and I don't worry about how to get rid of my batteries properly.

",Spuck Daviau,5.0
1727,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 18, 2019",Verified Purchase,"
Pass on these. Not appropriate for disaster planning
","

  Pass. Go with a high quality brand name. This are made china pieces of crap. Bought multiple sizes and all last 25% of a standard Duracell. We recycled ours and now looking for better quality. I’m glad I tested them as they were acquired for disaster planning (i.e. power outage, mass storm, etc).  Do they recharge? Yes. Would I put my families reliance on them during a storm or power outage. COLD day in hell.

",Rus,1.0
1728,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 18, 2019",Verified Purchase,"
Still working
","

  These batteries were installed into small, outdoor solar lantern-type lights in the fall of 2018.  As of mid-January, they are still being recharged by whatever sunshine gets through Rocky Mountain weather.

",bhd1,4.0
1729,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"January 18, 2019",Verified Purchase,"
Work well
","

  Work perfectly for my needs!

",beckster,5.0
1730,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 18, 2019",Verified Purchase,"
Good batteries
","

  Pros:Last a long timeCharge quickHold chargeCons:A bit expensive yet cheaper than other brandsVerdict:I've been buying and using for years and will continue.

",Rick and Ashly,5.0
1731,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 18, 2019",Verified Purchase,"
GREAT PRICE & RESPONSE!
","

  Lithium???

",Amazons' Todd Best PH.Dr,5.0
1732,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 17, 2019",Verified Purchase,"
Average wuality. Dont hold charge
","

  Half dont even hold charge for 30 minutes for a 250 lummen led ( uses 4 aaa batteries). I some hold charge better. Not happy . Spend couple more $ and get a better one.

",koko,1.0
1733,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 17, 2019",Verified Purchase,"
Work well
","

  These batteries work well as they should.  Seem to hold a charge a long time.  I'm still on my first charge so I can't speak to how many charges they will do.

",Wulfbait,5.0
1734,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 17, 2019",Verified Purchase,"
Good value, good power
","

  They get heavy use, and hold up well

",Jaime Gj,5.0
1735,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 17, 2019",Verified Purchase,"
Won't hold a charge
","

  Only holds a charge for a couple of hours in a wireless mouse.  They don't use that much power.

",Gary Arnold,1.0
1736,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 17, 2019",Verified Purchase,"
Precharged? LOL. They either arrived dead or have a fast shelf discharge rate
","

  Not sure which, but I had to charge all of them.  Shelf life remains to be seen.

",Not a Robot,2.0
1737,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 17, 2019",Verified Purchase,"
So far so good. *Updated 3 months after purchase.
","

  Updated 3 months later: These lasted 3 months on one charge and of the 4 AA's I had in a Staircase light, one battery went bad, short circuited and would not recharge anymore. So now I am down one AA, but probably still saving my money so I took away one star.>Original Review: Easy charging and lasts pretty long - we bought these for stair lights and they are great! They've been in for 3 weeks now on our motion sensor staircase lights and still going strong. We have Cats and they constantly set them off, so I am happy they are rechargeable and that they last long (so far)!

",luv2bsassy2,4.0
1738,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 17, 2019",Verified Purchase,"
No Difference
","

  I bought these to use in my camera flash. I had used Envelop before. These are JUST as good as my former rechargeables.

",Gregory D. Campbell,5.0
1739,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 17, 2019",Verified Purchase,"
Good Overall
","

  Have spent the last couple years switching over to all rechargeables. These are as good as the others thus far. Do not seem to hold peak charge as long as I would like. Overall I am happy with them.

",Jeff Giersch,4.0
1740,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 16, 2019",Verified Purchase,"
Quality is WAY down. Do NOT buy.
","

  Initially these batteries were nearly identical to the Eneloop batteries. Recently this has changed. New batteries will have minimum life, little to no storage ability and consistent low voltage.These used to last for months in remotes and bluetooth keyboards, etc. The new versions give me 3 weeks at best. Charged batteries that are stored lose their charge at a very high rate as well. I would count on 1 month of storage. Even at full charge the batteries often cannot get to the full 1.2V that the specification says. This has been tested across multiple batches.I loved these, but the quality is just gone now.

",roach,1.0
1741,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 16, 2019",Not Verified,"
Gave 2 stars because THEY DO NOT FIT in a normal battery compartment for AA batteries
","

  I bought both the AA and AAA battery packs and thought I would give them a try.  They seemed to be a good value BUT I Gave them only 2 stars because THEY DO NOT FIT in a normal battery compartment for AA batteries. They would not fit in 5 different items such as our electric toothbrushes, pedicure sander, etc.  We FINALLY found an item that they would fit in which was our battery operated CANDLES.  The fat candles with timers for xx number of hours on and auto turn off.  The battery compartment in the candles was large enough to accommodate the batteries BUT NONE of the other items would fit the batteries so as some of the other reviewers may have said they are SLIGHTLY Larger if you have a tight fit battery compartment.  It seems that the ""covering"" on the battery extends longer on the bottom and you can't remove or trim it to get them to fit in tight battery compartments.  So I will NOT be purchasing any more of these.  Soooo disappointed : (  Can't speak to the life of the battery as I have not had them long enough to have input on that.  Would not recommend due to the ""fit"" issue.

",No925r,2.0
1742,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 16, 2019",Verified Purchase,"
good batteries
","

  they charge well and last well

",marule,4.0
1743,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 15, 2019",Verified Purchase,"
Perfect
","

  I've had these for a while and they're outstanding.  Spend the extra money and get these.  They last a while and pair great with their USB charger

",Kyle,5.0
1744,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 14, 2019",Not Verified,"
I like the power
","

  So far so good. It held the charge pretty long. I use it mainly for gaming remotes and RC cars.

",Dennis,5.0
1745,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"January 14, 2019",Verified Purchase,"
Product is as described and works just fine
","

  Product is as described and works just fine

",Amazon Customer,5.0
1746,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 14, 2019",Verified Purchase,"
good deal
","

  nice having recharable AAA batteries

",Amazon Customer,5.0
1747,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 14, 2019",Verified Purchase,"
They work
","

  Appear to be good quality. Works out of the box in my XBox 360 controller

",Ryan ,5.0
1748,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 13, 2019",Verified Purchase,"
Make sure you get the high capacity
","

  Great batteries at a good price. It's what I use for anything that takes batteries.

",J-Reezy and the Wife,5.0
1749,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"January 13, 2019",Verified Purchase,"
They work
","

  They work

",Cameron Knights,5.0
1750,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 13, 2019",Verified Purchase,"
They work well. Almost 3 times longer than the Amazon basics white version
","

  Great batteries! They last forever and charge quickly.

",Bryan Venegoni,5.0
1751,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 12, 2019",Verified Purchase,"
Weren’t charged
","

  Hope they charge. Weren’t charged when I bought them

",Jesse Aaron Pohl,1.0
1752,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 12, 2019",Verified Purchase,"
Long, long life
","

  Overall, these have great battery life. I’ve had them awhile, and they’ve lasted perfectly fine and last a long time. They last for hours and hours and hours on my son’s Xbox controller.

",Darren,5.0
1753,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 12, 2019",Verified Purchase,"
Time will tell
","

  Too early to tell yet . Christmas gift and having had a chance to see how long they hold charge.

",bloodbuzz,4.0
1754,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 12, 2019",Verified Purchase,"
A great quality rechargable battery
","

  Great quality rechargable batteries. Charge lasts a long time. I for sure will reorder.

",Dana,5.0
1755,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 12, 2019",Verified Purchase,"
Great
","

  Nice

",Truth B Told,5.0
1756,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 11, 2019",Verified Purchase,"
Definitely not as good as Eneloop
","

  Been using for a month, already seeing batteries dying out exceptionally fast. Have to swap these twice as often as my Eneloop. Do yourself a favor and buy the good stuff.

",Nyoka,3.0
1757,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 11, 2019",Verified Purchase,"
Works good
","

  Works good. Holds charge.

",Stephanie Kearney,5.0
1758,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 11, 2019",Verified Purchase,"
Use these in my camera
","

  I use these in my camera which takes a high amount of energy from batteries.

",L C,5.0
1759,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"January 11, 2019",Verified Purchase,"
Awesome
","

  We buy these all the time. You can't be the price. They don't always last as long as we would like but over all I will continue to buy these.

",Giovanni S. Perrone,5.0
1760,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 11, 2019",Verified Purchase,"
Very good value.
","

  These last a long time and hold their charge well, especially for the price.

",David Dankelman,5.0
1761,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"January 11, 2019",Verified Purchase,"
Decent rechargeable batteries, but capacity drains over time
","

  I use these in my Xbox One controllers.  At first they were great and they are definitely higher capacity than other Amazon Basics rechargeable batteries that I've used for the same purpose, but I've definitely noticed a significant decline in how long they stay charged after only a few months of continuous use.  I'm still using them (rotating 2 at a time between the controller and keeping a spare pair ready to go when the first one runs out) but I just have to switch them out more frequently compared to when I first got them.

",Quincy Carter,4.0
